	Layer	Input(BS, Ni, Lr, Lc)	Filter(No, Ni, Fr, Fc)	Output(BS, No, Mr, Mc)	Sampling(Sr, Sc)	In_Mem	In_Move	Out_Mem	Out_Move	Band	Band_time	BLAS(M, N, K)	MACs	MAC_Unit	MAC_Cycle	Cx_Mem	Cx_Move	Time_serial	Time_parallel	Param #
36	Bottleneck-36	[-1, 256, 56, 56]	[256, 256, 1, 1]	[-1, 256, 56, 56]	1	802816	0	802816	0	644513529856	125.8815488			32	0	0	0	125.8815488	125.8815488	0
37	Conv2d-37	[-1, 256, 56, 56]	[128, 256, 1, 1]	[-1, 128, 56, 56]	(1, 1)	802816	0	401408	0	161128382464	31.4703872	[128, 3136, 256]	401408	1024	3.92e-07	102760448	1	31.470387592	31.4703872	tensor(32768)
38	BatchNorm2d-38	[-1, 128, 56, 56]	[128, 128, 1, 1]	[-1, 128, 56, 56]		401408	0	401408	0	161128382464	31.4703872			32	0	0	0	31.4703872	31.4703872	tensor(256)
39	ReLU-39	[-1, 128, 56, 56]	[128, 128, 1, 1]	[-1, 128, 56, 56]		401408	0	401408	0	161128382464	31.4703872			32	0	0	0	31.4703872	31.4703872	0
40	Conv2d-40	[-1, 128, 56, 56]	[128, 128, 3, 3]	[-1, 128, 28, 28]	(2, 2)	401408	0	100352	0	10070523904	1.9668992	[128, 784, 1152]	903168	1024	8.82e-07	51380224	1	1.966900082	1.9668992	tensor(147456)
41	BatchNorm2d-41	[-1, 128, 28, 28]	[128, 128, 1, 1]	[-1, 128, 28, 28]		100352	0	100352	0	10070523904	1.9668992			32	0	0	0	1.9668992	1.9668992	tensor(256)
42	ReLU-42	[-1, 128, 28, 28]	[128, 128, 1, 1]	[-1, 128, 28, 28]		100352	0	100352	0	10070523904	1.9668992			32	0	0	0	1.9668992	1.9668992	0
43	Conv2d-43	[-1, 128, 28, 28]	[512, 128, 1, 1]	[-1, 512, 28, 28]	(1, 1)	100352	0	401408	0	161128382464	31.4703872	[512, 784, 128]	401408	1024	3.92e-07	51380224	1	31.470387592	31.4703872	tensor(65536)
44	BatchNorm2d-44	[-1, 512, 28, 28]	[512, 512, 1, 1]	[-1, 512, 28, 28]		401408	0	401408	0	161128382464	31.4703872			32	0	0	0	31.4703872	31.4703872	tensor(1024)
45	Conv2d-45	[-1, 256, 56, 56]	[512, 256, 1, 1]	[-1, 512, 28, 28]	(2, 2)	802816	0	401408	0	161128382464	31.4703872	[512, 784, 256]	401408	1024	3.92e-07	411041792	1	31.470387592	31.4703872	tensor(131072)
46	BatchNorm2d-46	[-1, 512, 28, 28]	[512, 512, 1, 1]	[-1, 512, 28, 28]		401408	0	401408	0	161128382464	31.4703872			32	0	0	0	31.4703872	31.4703872	tensor(1024)
47	ReLU-47	[-1, 512, 28, 28]	[512, 512, 1, 1]	[-1, 512, 28, 28]		401408	0	401408	0	161128382464	31.4703872			32	0	0	0	31.4703872	31.4703872	0
48	Bottleneck-48	[-1, 256, 56, 56]	[512, 256, 1, 1]	[-1, 512, 28, 28]	2	802816	0	401408	0	161128382464	31.4703872			32	0	0	0	31.4703872	31.4703872	0
49	Conv2d-49	[-1, 512, 28, 28]	[128, 512, 1, 1]	[-1, 128, 28, 28]	(1, 1)	401408	0	100352	0	10070523904	1.9668992	[128, 784, 512]	100352	1024	9.8e-08	51380224	1	1.966899298	1.9668992	tensor(65536)
50	BatchNorm2d-50	[-1, 128, 28, 28]	[128, 128, 1, 1]	[-1, 128, 28, 28]		100352	0	100352	0	10070523904	1.9668992			32	0	0	0	1.9668992	1.9668992	tensor(256)
51	ReLU-51	[-1, 128, 28, 28]	[128, 128, 1, 1]	[-1, 128, 28, 28]		100352	0	100352	0	10070523904	1.9668992			32	0	0	0	1.9668992	1.9668992	0
52	Conv2d-52	[-1, 128, 28, 28]	[128, 128, 3, 3]	[-1, 128, 28, 28]	(1, 1)	100352	0	100352	0	10070523904	1.9668992	[128, 784, 1152]	903168	1024	8.82e-07	12845056	1	1.966900082	1.9668992	tensor(147456)
53	BatchNorm2d-53	[-1, 128, 28, 28]	[128, 128, 1, 1]	[-1, 128, 28, 28]		100352	0	100352	0	10070523904	1.9668992			32	0	0	0	1.9668992	1.9668992	tensor(256)
54	ReLU-54	[-1, 128, 28, 28]	[128, 128, 1, 1]	[-1, 128, 28, 28]		100352	0	100352	0	10070523904	1.9668992			32	0	0	0	1.9668992	1.9668992	0
55	Conv2d-55	[-1, 128, 28, 28]	[512, 128, 1, 1]	[-1, 512, 28, 28]	(1, 1)	100352	0	401408	0	161128382464	31.4703872	[512, 784, 128]	401408	1024	3.92e-07	51380224	1	31.470387592	31.4703872	tensor(65536)
56	BatchNorm2d-56	[-1, 512, 28, 28]	[512, 512, 1, 1]	[-1, 512, 28, 28]		401408	0	401408	0	161128382464	31.4703872			32	0	0	0	31.4703872	31.4703872	tensor(1024)
57	ReLU-57	[-1, 512, 28, 28]	[512, 512, 1, 1]	[-1, 512, 28, 28]		401408	0	401408	0	161128382464	31.4703872			32	0	0	0	31.4703872	31.4703872	0
58	Bottleneck-58	[-1, 512, 28, 28]	[512, 512, 1, 1]	[-1, 512, 28, 28]	1	401408	0	401408	0	161128382464	31.4703872			32	0	0	0	31.4703872	31.4703872	0
59	Conv2d-59	[-1, 512, 28, 28]	[128, 512, 1, 1]	[-1, 128, 28, 28]	(1, 1)	401408	0	100352	0	10070523904	1.9668992	[128, 784, 512]	100352	1024	9.8e-08	51380224	1	1.966899298	1.9668992	tensor(65536)
60	BatchNorm2d-60	[-1, 128, 28, 28]	[128, 128, 1, 1]	[-1, 128, 28, 28]		100352	0	100352	0	10070523904	1.9668992			32	0	0	0	1.9668992	1.9668992	tensor(256)
61	ReLU-61	[-1, 128, 28, 28]	[128, 128, 1, 1]	[-1, 128, 28, 28]		100352	0	100352	0	10070523904	1.9668992			32	0	0	0	1.9668992	1.9668992	0
62	Conv2d-62	[-1, 128, 28, 28]	[128, 128, 3, 3]	[-1, 128, 28, 28]	(1, 1)	100352	0	100352	0	10070523904	1.9668992	[128, 784, 1152]	903168	1024	8.82e-07	12845056	1	1.966900082	1.9668992	tensor(147456)
63	BatchNorm2d-63	[-1, 128, 28, 28]	[128, 128, 1, 1]	[-1, 128, 28, 28]		100352	0	100352	0	10070523904	1.9668992			32	0	0	0	1.9668992	1.9668992	tensor(256)
64	ReLU-64	[-1, 128, 28, 28]	[128, 128, 1, 1]	[-1, 128, 28, 28]		100352	0	100352	0	10070523904	1.9668992			32	0	0	0	1.9668992	1.9668992	0
65	Conv2d-65	[-1, 128, 28, 28]	[512, 128, 1, 1]	[-1, 512, 28, 28]	(1, 1)	100352	0	401408	0	161128382464	31.4703872	[512, 784, 128]	401408	1024	3.92e-07	51380224	1	31.470387592	31.4703872	tensor(65536)
66	BatchNorm2d-66	[-1, 512, 28, 28]	[512, 512, 1, 1]	[-1, 512, 28, 28]		401408	0	401408	0	161128382464	31.4703872			32	0	0	0	31.4703872	31.4703872	tensor(1024)
67	ReLU-67	[-1, 512, 28, 28]	[512, 512, 1, 1]	[-1, 512, 28, 28]		401408	0	401408	0	161128382464	31.4703872			32	0	0	0	31.4703872	31.4703872	0
68	Bottleneck-68	[-1, 512, 28, 28]	[512, 512, 1, 1]	[-1, 512, 28, 28]	1	401408	0	401408	0	161128382464	31.4703872			32	0	0	0	31.4703872	31.4703872	0
69	Conv2d-69	[-1, 512, 28, 28]	[128, 512, 1, 1]	[-1, 128, 28, 28]	(1, 1)	401408	0	100352	0	10070523904	1.9668992	[128, 784, 512]	100352	1024	9.8e-08	51380224	1	1.966899298	1.9668992	tensor(65536)
70	BatchNorm2d-70	[-1, 128, 28, 28]	[128, 128, 1, 1]	[-1, 128, 28, 28]		100352	0	100352	0	10070523904	1.9668992			32	0	0	0	1.9668992	1.9668992	tensor(256)
71	ReLU-71	[-1, 128, 28, 28]	[128, 128, 1, 1]	[-1, 128, 28, 28]		100352	0	100352	0	10070523904	1.9668992			32	0	0	0	1.9668992	1.9668992	0
72	Conv2d-72	[-1, 128, 28, 28]	[128, 128, 3, 3]	[-1, 128, 28, 28]	(1, 1)	100352	0	100352	0	10070523904	1.9668992	[128, 784, 1152]	903168	1024	8.82e-07	12845056	1	1.966900082	1.9668992	tensor(147456)
73	BatchNorm2d-73	[-1, 128, 28, 28]	[128, 128, 1, 1]	[-1, 128, 28, 28]		100352	0	100352	0	10070523904	1.9668992			32	0	0	0	1.9668992	1.9668992	tensor(256)
74	ReLU-74	[-1, 128, 28, 28]	[128, 128, 1, 1]	[-1, 128, 28, 28]		100352	0	100352	0	10070523904	1.9668992			32	0	0	0	1.9668992	1.9668992	0
75	Conv2d-75	[-1, 128, 28, 28]	[512, 128, 1, 1]	[-1, 512, 28, 28]	(1, 1)	100352	0	401408	0	161128382464	31.4703872	[512, 784, 128]	401408	1024	3.92e-07	51380224	1	31.470387592	31.4703872	tensor(65536)
76	BatchNorm2d-76	[-1, 512, 28, 28]	[512, 512, 1, 1]	[-1, 512, 28, 28]		401408	0	401408	0	161128382464	31.4703872			32	0	0	0	31.4703872	31.4703872	tensor(1024)
77	ReLU-77	[-1, 512, 28, 28]	[512, 512, 1, 1]	[-1, 512, 28, 28]		401408	0	401408	0	161128382464	31.4703872			32	0	0	0	31.4703872	31.4703872	0
78	Bottleneck-78	[-1, 512, 28, 28]	[512, 512, 1, 1]	[-1, 512, 28, 28]	1	401408	0	401408	0	161128382464	31.4703872			32	0	0	0	31.4703872	31.4703872	0
79	Conv2d-79	[-1, 512, 28, 28]	[256, 512, 1, 1]	[-1, 256, 28, 28]	(1, 1)	401408	0	200704	0	40282095616	7.8675968	[256, 784, 512]	200704	1024	1.96e-07	102760448	1	7.8675969960000005	7.8675968	tensor(131072)
80	BatchNorm2d-80	[-1, 256, 28, 28]	[256, 256, 1, 1]	[-1, 256, 28, 28]		200704	0	200704	0	40282095616	7.8675968			32	0	0	0	7.8675968	7.8675968	tensor(512)
81	ReLU-81	[-1, 256, 28, 28]	[256, 256, 1, 1]	[-1, 256, 28, 28]		200704	0	200704	0	40282095616	7.8675968			32	0	0	0	7.8675968	7.8675968	0
82	Conv2d-82	[-1, 256, 28, 28]	[256, 256, 3, 3]	[-1, 256, 14, 14]	(2, 2)	200704	0	50176	0	2517630976	0.4917248	[256, 196, 2304]	451584	1024	4.41e-07	51380224	1	0.49172524100000004	0.4917248	tensor(589824)
83	BatchNorm2d-83	[-1, 256, 14, 14]	[256, 256, 1, 1]	[-1, 256, 14, 14]		50176	0	50176	0	2517630976	0.4917248			32	0	0	0	0.4917248	0.4917248	tensor(512)
84	ReLU-84	[-1, 256, 14, 14]	[256, 256, 1, 1]	[-1, 256, 14, 14]		50176	0	50176	0	2517630976	0.4917248			32	0	0	0	0.4917248	0.4917248	0
85	Conv2d-85	[-1, 256, 14, 14]	[1024, 256, 1, 1]	[-1, 1024, 14, 14]	(1, 1)	50176	0	200704	0	40282095616	7.8675968	[1024, 196, 256]	200704	1024	1.96e-07	51380224	1	7.8675969960000005	7.8675968	tensor(262144)
86	BatchNorm2d-86	[-1, 1024, 14, 14]	[1024, 1024, 1, 1]	[-1, 1024, 14, 14]		200704	0	200704	0	40282095616	7.8675968			32	0	0	0	7.8675968	7.8675968	tensor(2048)
87	Conv2d-87	[-1, 512, 28, 28]	[1024, 512, 1, 1]	[-1, 1024, 14, 14]	(2, 2)	401408	0	200704	0	40282095616	7.8675968	[1024, 196, 512]	200704	1024	1.96e-07	411041792	1	7.8675969960000005	7.8675968	tensor(524288)
88	BatchNorm2d-88	[-1, 1024, 14, 14]	[1024, 1024, 1, 1]	[-1, 1024, 14, 14]		200704	0	200704	0	40282095616	7.8675968			32	0	0	0	7.8675968	7.8675968	tensor(2048)
89	ReLU-89	[-1, 1024, 14, 14]	[1024, 1024, 1, 1]	[-1, 1024, 14, 14]		200704	0	200704	0	40282095616	7.8675968			32	0	0	0	7.8675968	7.8675968	0
90	Bottleneck-90	[-1, 512, 28, 28]	[1024, 512, 1, 1]	[-1, 1024, 14, 14]	2	401408	0	200704	0	40282095616	7.8675968			32	0	0	0	7.8675968	7.8675968	0
91	Conv2d-91	[-1, 1024, 14, 14]	[256, 1024, 1, 1]	[-1, 256, 14, 14]	(1, 1)	200704	0	50176	0	2517630976	0.4917248	[256, 196, 1024]	50176	1024	4.9e-08	51380224	1	0.491724849	0.4917248	tensor(262144)
92	BatchNorm2d-92	[-1, 256, 14, 14]	[256, 256, 1, 1]	[-1, 256, 14, 14]		50176	0	50176	0	2517630976	0.4917248			32	0	0	0	0.4917248	0.4917248	tensor(512)
93	ReLU-93	[-1, 256, 14, 14]	[256, 256, 1, 1]	[-1, 256, 14, 14]		50176	0	50176	0	2517630976	0.4917248			32	0	0	0	0.4917248	0.4917248	0
94	Conv2d-94	[-1, 256, 14, 14]	[256, 256, 3, 3]	[-1, 256, 14, 14]	(1, 1)	50176	0	50176	0	2517630976	0.4917248	[256, 196, 2304]	451584	1024	4.41e-07	12845056	1	0.49172524100000004	0.4917248	tensor(589824)
95	BatchNorm2d-95	[-1, 256, 14, 14]	[256, 256, 1, 1]	[-1, 256, 14, 14]		50176	0	50176	0	2517630976	0.4917248			32	0	0	0	0.4917248	0.4917248	tensor(512)
96	ReLU-96	[-1, 256, 14, 14]	[256, 256, 1, 1]	[-1, 256, 14, 14]		50176	0	50176	0	2517630976	0.4917248			32	0	0	0	0.4917248	0.4917248	0
97	Conv2d-97	[-1, 256, 14, 14]	[1024, 256, 1, 1]	[-1, 1024, 14, 14]	(1, 1)	50176	0	200704	0	40282095616	7.8675968	[1024, 196, 256]	200704	1024	1.96e-07	51380224	1	7.8675969960000005	7.8675968	tensor(262144)
98	BatchNorm2d-98	[-1, 1024, 14, 14]	[1024, 1024, 1, 1]	[-1, 1024, 14, 14]		200704	0	200704	0	40282095616	7.8675968			32	0	0	0	7.8675968	7.8675968	tensor(2048)
99	ReLU-99	[-1, 1024, 14, 14]	[1024, 1024, 1, 1]	[-1, 1024, 14, 14]		200704	0	200704	0	40282095616	7.8675968			32	0	0	0	7.8675968	7.8675968	0
100	Bottleneck-100	[-1, 1024, 14, 14]	[1024, 1024, 1, 1]	[-1, 1024, 14, 14]	1	200704	0	200704	0	40282095616	7.8675968			32	0	0	0	7.8675968	7.8675968	0
101	Conv2d-101	[-1, 1024, 14, 14]	[256, 1024, 1, 1]	[-1, 256, 14, 14]	(1, 1)	200704	0	50176	0	2517630976	0.4917248	[256, 196, 1024]	50176	1024	4.9e-08	51380224	1	0.491724849	0.4917248	tensor(262144)
102	BatchNorm2d-102	[-1, 256, 14, 14]	[256, 256, 1, 1]	[-1, 256, 14, 14]		50176	0	50176	0	2517630976	0.4917248			32	0	0	0	0.4917248	0.4917248	tensor(512)
103	ReLU-103	[-1, 256, 14, 14]	[256, 256, 1, 1]	[-1, 256, 14, 14]		50176	0	50176	0	2517630976	0.4917248			32	0	0	0	0.4917248	0.4917248	0
104	Conv2d-104	[-1, 256, 14, 14]	[256, 256, 3, 3]	[-1, 256, 14, 14]	(1, 1)	50176	0	50176	0	2517630976	0.4917248	[256, 196, 2304]	451584	1024	4.41e-07	12845056	1	0.49172524100000004	0.4917248	tensor(589824)
105	BatchNorm2d-105	[-1, 256, 14, 14]	[256, 256, 1, 1]	[-1, 256, 14, 14]		50176	0	50176	0	2517630976	0.4917248			32	0	0	0	0.4917248	0.4917248	tensor(512)
106	ReLU-106	[-1, 256, 14, 14]	[256, 256, 1, 1]	[-1, 256, 14, 14]		50176	0	50176	0	2517630976	0.4917248			32	0	0	0	0.4917248	0.4917248	0
107	Conv2d-107	[-1, 256, 14, 14]	[1024, 256, 1, 1]	[-1, 1024, 14, 14]	(1, 1)	50176	0	200704	0	40282095616	7.8675968	[1024, 196, 256]	200704	1024	1.96e-07	51380224	1	7.8675969960000005	7.8675968	tensor(262144)
108	BatchNorm2d-108	[-1, 1024, 14, 14]	[1024, 1024, 1, 1]	[-1, 1024, 14, 14]		200704	0	200704	0	40282095616	7.8675968			32	0	0	0	7.8675968	7.8675968	tensor(2048)
109	ReLU-109	[-1, 1024, 14, 14]	[1024, 1024, 1, 1]	[-1, 1024, 14, 14]		200704	0	200704	0	40282095616	7.8675968			32	0	0	0	7.8675968	7.8675968	0
110	Bottleneck-110	[-1, 1024, 14, 14]	[1024, 1024, 1, 1]	[-1, 1024, 14, 14]	1	200704	0	200704	0	40282095616	7.8675968			32	0	0	0	7.8675968	7.8675968	0
111	Conv2d-111	[-1, 1024, 14, 14]	[256, 1024, 1, 1]	[-1, 256, 14, 14]	(1, 1)	200704	0	50176	0	2517630976	0.4917248	[256, 196, 1024]	50176	1024	4.9e-08	51380224	1	0.491724849	0.4917248	tensor(262144)
112	BatchNorm2d-112	[-1, 256, 14, 14]	[256, 256, 1, 1]	[-1, 256, 14, 14]		50176	0	50176	0	2517630976	0.4917248			32	0	0	0	0.4917248	0.4917248	tensor(512)
113	ReLU-113	[-1, 256, 14, 14]	[256, 256, 1, 1]	[-1, 256, 14, 14]		50176	0	50176	0	2517630976	0.4917248			32	0	0	0	0.4917248	0.4917248	0
114	Conv2d-114	[-1, 256, 14, 14]	[256, 256, 3, 3]	[-1, 256, 14, 14]	(1, 1)	50176	0	50176	0	2517630976	0.4917248	[256, 196, 2304]	451584	1024	4.41e-07	12845056	1	0.49172524100000004	0.4917248	tensor(589824)
115	BatchNorm2d-115	[-1, 256, 14, 14]	[256, 256, 1, 1]	[-1, 256, 14, 14]		50176	0	50176	0	2517630976	0.4917248			32	0	0	0	0.4917248	0.4917248	tensor(512)
116	ReLU-116	[-1, 256, 14, 14]	[256, 256, 1, 1]	[-1, 256, 14, 14]		50176	0	50176	0	2517630976	0.4917248			32	0	0	0	0.4917248	0.4917248	0
117	Conv2d-117	[-1, 256, 14, 14]	[1024, 256, 1, 1]	[-1, 1024, 14, 14]	(1, 1)	50176	0	200704	0	40282095616	7.8675968	[1024, 196, 256]	200704	1024	1.96e-07	51380224	1	7.8675969960000005	7.8675968	tensor(262144)
118	BatchNorm2d-118	[-1, 1024, 14, 14]	[1024, 1024, 1, 1]	[-1, 1024, 14, 14]		200704	0	200704	0	40282095616	7.8675968			32	0	0	0	7.8675968	7.8675968	tensor(2048)
119	ReLU-119	[-1, 1024, 14, 14]	[1024, 1024, 1, 1]	[-1, 1024, 14, 14]		200704	0	200704	0	40282095616	7.8675968			32	0	0	0	7.8675968	7.8675968	0
120	Bottleneck-120	[-1, 1024, 14, 14]	[1024, 1024, 1, 1]	[-1, 1024, 14, 14]	1	200704	0	200704	0	40282095616	7.8675968			32	0	0	0	7.8675968	7.8675968	0
121	Conv2d-121	[-1, 1024, 14, 14]	[256, 1024, 1, 1]	[-1, 256, 14, 14]	(1, 1)	200704	0	50176	0	2517630976	0.4917248	[256, 196, 1024]	50176	1024	4.9e-08	51380224	1	0.491724849	0.4917248	tensor(262144)
122	BatchNorm2d-122	[-1, 256, 14, 14]	[256, 256, 1, 1]	[-1, 256, 14, 14]		50176	0	50176	0	2517630976	0.4917248			32	0	0	0	0.4917248	0.4917248	tensor(512)
123	ReLU-123	[-1, 256, 14, 14]	[256, 256, 1, 1]	[-1, 256, 14, 14]		50176	0	50176	0	2517630976	0.4917248			32	0	0	0	0.4917248	0.4917248	0
124	Conv2d-124	[-1, 256, 14, 14]	[256, 256, 3, 3]	[-1, 256, 14, 14]	(1, 1)	50176	0	50176	0	2517630976	0.4917248	[256, 196, 2304]	451584	1024	4.41e-07	12845056	1	0.49172524100000004	0.4917248	tensor(589824)
125	BatchNorm2d-125	[-1, 256, 14, 14]	[256, 256, 1, 1]	[-1, 256, 14, 14]		50176	0	50176	0	2517630976	0.4917248			32	0	0	0	0.4917248	0.4917248	tensor(512)
126	ReLU-126	[-1, 256, 14, 14]	[256, 256, 1, 1]	[-1, 256, 14, 14]		50176	0	50176	0	2517630976	0.4917248			32	0	0	0	0.4917248	0.4917248	0
